Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
September Dawn (174L)|Joseph Harris Co.|Joseph Harris Co.|fruit red, large, flattened globe shape, uniform ripening; indeterminate plant; late.|Campbell 14G.|eastern United States. 1963.|fusarium wilt and fruit cracking.|
Shady Lady (Sunre 6559)|Sunseeds.|Sunseeds.|determinate bush is very sturdy and does not fall open under fruit weight, excellent set of large and extra large fruit.|Blazer. 1989.||verticillium wilt race 1, fusarium wilt race 1, alternaria stem canker, gray leaf spot.|
Sheyenne|North Dakota Agr. Expt. Sta., Fargo.|North Dakota Agr. Expt. Sta., Fargo.|vigorous, heavy foliage type, early maturity, large fruit.|Cavalier.|Great Plains Area. N.D. Bimonthly Bul. vol. 21 Nov. 1959.||(Stokesdale x Bounty) x (Firesteel x small-fruited determinant selection from Morden Expt. Farm).
Short Red Cherry (76T164)|University of California, Davis.|University of California, Davis.|indeterminate with short internodes due to brachytic gene, rugose leaves, 2-2.5 cm fruit, early season.|||fusarium wilt race 1, verticillium wilt race 1, tobacco mosaic virus, alternaria stem canker, root-knot nematodes. HortScience 15:98. 1980.|(70T99 x PI 280597).
Show Girl (SXT 6569)|Sunseeds.|Sunseeds.|F1 hybrid, fresh market, determinate, mid-late season, large globe fruit, smooth blossom scar, easy stem removal.||central and northern California. 1992.|fusarium wilt race 1, verticillium wilt race 1, nematodes, gray leaf spot, alternaria stem canker.|
Sierra Madre (42512)|Enza Zaden.|Enza Zaden.|F1 hybrid.||North America. 1997.||
Sierra Sweet (79N88)|University of California, Davis.|University of California, Davis.|fresh market type, determinate vine, globe shaped, uniform shoulder color, orange-red fruit, high soluble solids content, midseason maturity.||fall production in California. HortScience 19:133. 1984.|fusarium wilt race 1, verticillium wilt race 1, root-knot nematodes.|
Siletz (OSU 165)|Oregon State University.|Oregon State University.|early fruit set and seed set, seedlessness, large average size for early cultivar, determinate habit.|Oregon Spring. 1994.||verticillium wilt race 1.|
Silverado (FMX 951)|Ferry-Morse.|Ferry-Morse.|high yielding pear type hybrid, medium early, medium sized vine, good foliage color, fruit harvests essentially stem-free, has good firmness and color.|Macero 2. 1990.||verticillium wilt race 1, fusarium wilt race 1, alternaria stem canker.|
Simba (PS 185)|Petoseed.|Petoseed.|large fruited, indeterminate garden and greenhouse tomato, vigorous, very flavorful.|||cracking, verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tobacco mosaic virus. 1990.|
Simi|Univ. of California, Riverside.|Haven Seed Co.|large size, rich, red color, uniform coloring of miniature fruit Some resistance to fusarium wilt and verticillium.|Santa Clara.|regionally to southern California's coastal plains for processing. Hilgardia 21:289-299. 1952.||Riverside x N. Dakota 216-2-3.
Single Beefsteak VFN|W. Atlee Burpee Co.|W. Atlee Burpee Co.|open pollinated, very large fruit with small blossom scar.|Super Steak.|wide. PVP certificate no. 8200028. 1983.|verticillium, fusarium, and nematodes.|
Sioux|Dept. of Hort., Nebraska Agr. Expt. Sta., Univ. of Nebraska, Lincoln.||second early, intermediate, dependable fruit setting in hot weather, fruits round, very smooth, very uniform; generally suitable for home or fresh early market throughout upper Mississippi valley. Univ. of Nebraska, Dept. of Hort. Prog. Rpt 6. 1944.||||Stokesdale x Allred.
Siouxann|South Dakota State College, Brookings.|Guerney's.|early, high quality; for home use.|Sioux.|regionally to the Great Plains Area. 1950.||Sioux x Earliana.
Sivestre (XP 12299)|Tara Jacoby.|Seminis-Asgrow.|Indeterminate saladette, fresh market, extra large fruit size, uniform green, productive.|Tequila (Vilmorin).|Mexico, Argentina. 2000.|ASC, St, FW 1&2, V-1.|F1 hybrid.
Small Wonder|Idaho Agric. Expt. Sta., Moscow.|Idaho Agric. Expt. Sta., Moscow.|short determinate cherry tomato, very early season, cold tolerance, bright red fruit.||home and market gardens in cool growing areas. North Dakota Farm Research 47:14-15. 1989.||ND102 x Sub-Arctic Early.
Smithbright (ST-180)|Smithfield.|Smithfield.|early, pick your own type, firm with good holding ability.|TH 318. 1993.||verticillium wilt race 1, fusarium wilt race 1.|
Smoothie|Corneli Seed Co., St. Louis.||small determinate vine, good cover; fruit large, concentrated, early; suitable for mechanical harvesting and early market.||universal. Corneli Seed Co. 1962.||unknown.
Snake (XPH 5473)|Asgrow.|Asgrow.|elongated pear type, average weight 65 g, L/D ratio is 1.70, medium-large plant, very vigorous.|Hypeel 244, Bandera, Loira. 1989.||verticillium wilt race 1, fusarium wilt race 1.|
Solar Set (Fla. 7164)|University of Florida, Bradenton.|Asgrow.|F1 hybrid, fresh market type, determinate vine, early-midseason, medium-large, flat-round fruit, firm.||fall crops in Florida, southeastern United States. Fla. Agric. Expt. Sta. Circ. S-359. 1989.|fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot; tolerance to heat.|Fla 7171 x Fla 7060.
Solid Red Strain A|Eastern States Farmers' Exchange, West Springfield, Mass.|Eastern States Farmers' Exchange, West Springfield, Mass.|a distinct cultivar, late determinate plant, Pritchard maturity, small spherical, three- to five-celled fruit, deep-red color, high pectin content.||cooler areas of the northeastern United States. Eastern States Catalog. 1955.|fruit cracking.|high vitamin C lines from Univ. of New Hampshire. and the Univ. of California crossed, outcrossed to Firesteel twice.
Solid Red Strain B|Eastern States Farmers' Exchange, West Springfield, Mass.|Eastern States Farmers' Exchange, West Springfield, Mass.|a distinct cultivar, late determinant plant, Pritchared maturity, small, flat, globe, many-celled fruit, deep-red color, high pectin content.||northeastern United States. Eastern States Catalog 1955.|fusarium and fruit cracking.|high vitamin C lines from Univ. of New Hampshire and Univ. of California crossed, outcrossed to Firesteel.
Solido (Nun 5062)|Canners.|Nunhems.|bush type, fresh market fruit, 150-160 g, jointed, green shoulder, deep red when mature.|||tobacco mosaic virus, verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, gray leaf spot. 1990.|
Solimar (XPH 5796)|Asgrow.|Asgrow.|fresh market, large fruited, globe shape, midseason maturity.|Sunny. 1992.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot.|
Sonar (XPH 5498)|Asgrow.|Asgrow.|large fruit, high yielding fresh market hybrid, fruit are smooth, globe shaped, firm, have green shoulders.|Pakmor. 1987.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker.|
Sonnet|Asgrow.|Asgrow.|F1 hybrid, fresh market, compact plant, large and extra large size, uniform-shouldered, globe, ultra firm fruit for ground culture.||California Central Valley. 1998.|verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot, tobacco mosaic virus.|
Sorrento (E0208A)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, medium early pear tomato for whole peel pack and paste; vine is medium size with curly foliage; fruit is blocky, uniform ripening, highly colored, highly resistant to rain induced fruit cracking.|Napoli.|eastern and midwestern United States. 1975.|fusarium wilt and tolerant of early blight.|
Southland|USDA, Southeastern Vegetable Breeding Laboratory, Charleston, S.C.||a vine type tomato.|Marglobe. So. Seedsman, Sept. 1948. p. 16.||fusarium wilt, alternaria.|(Marglobe x Devon Surprise) x Pan America) x Rutgers.
Spartan Hybrid|Michigan State Univ., East Lansing, Mich.||F1 hybrid, earlier and higher yielding than Michigan State Forcing.||greenhouse production of the midwestern United States. Proc. Amer. Soc. Hort. Sci. 42:524-528. 1943.||Michigan State Forcing x Coopers Special (F1).
Spartan Red 8|Michigan Agr. Expt. Sta., East Lansing.||set fruit at high temperature, early, close spaced clusters, uniform ripening.||fall greenhouse. Mich. Agr. Expt. Sta. Quart. Bul. 43. 1961.||Nebr. 12 x Ohio W-R Globe.
Spectrum 151 (PSX P15196)|Petoseed.|Petoseed.|high soluble solids, high yield, vigorous plant.|||verticillium wilt race 1, fusarium wilt races 1 and 2. 1990.|
Spectrum 385 (PSP 38591)|Petoseed.|Petoseed.|rugged cultivar, high quality, pear shaped fruit, high soluble solids, excellent whole peel characteristics.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, bacterial speck. 1990.|
Spectrum 579 (PSX P57994)|Petoseed.|Petoseed.|high viscosity, medium solids, firm fruit.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, bacterial speck. 1990.|
Spitfire (FMX 157)|Ferry-Morse.|Ferry-Morse.|medium early, uniform green, crimson gene type, earlier with larger and firmer fruit than Sunny.|Sunny. 1990.||verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot.|
Springfield (FMX 174)|Ferry-Morse.|Ferry-Morse.|leaves are broad and dark green providing excellent cover, the vine is determinate, size is large, fruit are firm, globe shaped, fruit size is distributed better medium-large.|Sunny, Shady Lady, Sunbelt.|California, Florida. 1995.|verticillium wilt race 1, fusarium wilt races 1 and 2, tobacco mosaic virus, gray leaf spot, alternaria stem canker.|
Springtime|Farmer Seed and Nursery Co., Faribault, Minn.|Farmer Seed and Nursery Co., Faribault, Minn.|very early, small fruited, high yield, good flavor.|Chatham.|Canada, Alaska, and the northern tier of the United States. 1955.||(Prichard x Tiny Tim)5 x (Penn Orange x Break-O-Day)5.
Stair|Purdue Univ. Agr. Expt. Sta., Lafayette, Ind.|Purdue Univ. Agr. Expt. Sta., Lafayette, Ind.|uniform fruit size and shape, 4-ounce fruit size, relatively crack-free, for whole pack use.||Indiana and area. Purdue Univ. Agr. Expt. Sta. Bul. 68. 1958.|fusarium wilt.|(Indiana Baltimore x Pan America F11) x Rutgers F8.
Stallion (17484)|Harris Moran.|Harris Moran.|F1 hybrid, fresh market, determinate saladette type, firm, uniform shape and size.||Mexico. 1999.||
Stanislaus 55 (17055)|Orsetti Seeds.|Orsetti Seeds.|processing hybrid, similar to Halley 3155 but 10 days earlier and nematode resistant.|Halley 3155. 1997.||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes.|
Starfire|Canada Dept. of Agr. Res. Expt. Farm, Morden, Canada.||fruit oblate shaped, bright-red color.|Fireball.|Canadian Great Plains and eastern areas. Can. J. Plant Sci. 1963.||Earlinorth x Morden BB3, backcrossed three times with Morden BB3.
State Fair|South Dakota State College, Brookings.|Gurners Seed Co.|high quality; heat tolerant.|Gem.|wide. S.D. Res., vol. 4, no. 2. 1954.||Gem x Long Red.
Steak Sandwich|Burpee Seed Co.|Burpee Seed Co.|||U.S. 2004.||
Stella (XPH 5976)|Asgrow.|Asgrow.|a saladette type, full season maturity for stake or ground culture.|||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, bacterial speck. 1993.|
Stemless Pennred|Pennsylvania Agr. Expt. State College.||stemless (jointless peduncle) fruit, 'wilty' foliage, large fruit.||regionally to the northeastern United States. Pa. Agr. Expt. Sta. Bul. 446. Sup. No. 1. 1944.||Rouge Naine Hative x Marglobe.
Stokescross no.1|Francis C. Stokes Co., Vincentown, N.J.|Francis C. Stokes Co., Vincentown, N.J.|F2 hybrid.|Early Rutgers.|central and eastern United States. 1951 or 1959.|high to fusarium wilt.|Chesapeake x Marglobe x Marglobe.
Stokescross No.5|Francis C. Stokes Co., Vincentown, N.J.|Francis C. Stokes Co., Vincentown, N.J.|F2 hybrid; hybrid vigor results in faster, stronger growth, better ripening and less cracking.||wide.||
Stokesdale|Francis C. Stokes Co., Vincetown, N.J.|Francis C. Stokes Co., Vincetown, N.J.|a free setting stronger plant than Bonny Best.|Stokesdale.|Northern tier states and Canada. Stokes Cat. 1936.||outcross from Stokesdale.
Stripper (E9204)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, a distinct cultivar, curly, medium size vine, very concentrated maturity, uniform ripening, medium small, good firmness and color, suitable for products and whole peel, good pH, solids, and viscosity.||California. 1979.|fusarium, verticillium, alternaria stem canker.|
Styllus (145394)|Seminis Vegetable Seeds-Horticeres.|Seminis Vegetable Seeds-Horticeres.|fresh market type, LSL, high yeld potential, short internodes and good vigor; fruit are very firm, round flat, small green shoulder, shiny red at maturity.|Daniella, Gabriella.|Brazil. 2003.|Verticillium wilt, tomato yellow leaf curl virus, southern root knot nematode, Fusarium wilt (race 1, 2), tomato mosaic virus.|F1 hybrid.
Success|Corneli Seed Co., St. Louis.|Corneli Seed Co., St. Louis.|small determinate vine, good cover; fruit large, uniform ripening, early concentrated set; suitable for mechanical harvesting. Corneli Seed Co. 1962.||||unknown.
Sugar Daddy (79050)|Petoseed.|Petoseed.|cherry type, sweet flavor.|Cherry Grande. 1995.||fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot.|
Summer Prolific|Texas Expt. Sta., Stephenville.||thick outer fruit wall, tough skin, sets fruit in hot weather.|Porter's Scarlet Globe.|regionally to the southwestern United States. Texas Prog. Rpt. 1105.|cracking and drought.|Porter's Scarlet Globe x Stokesdale.
Summer Salad (Md 42)|Univ. of Maryland.||open pollinated, jointless, early to midseason, semi-erect, determinate plant with vigorous dark-green foliage; heavy set of small fruit (0.75 to 1 inch).|||fusarium. 1975.|Red Cherry x Fla. 407-D3-D1.
Summer Sunrise (URI 59-99)|Rhode Island Agr. Expt. Sta., Kingston.||early midseason maturity, sets well with night temp. below 55�8F; compact covering vines; fruit flattened globe, excellent red color, thick wall, firm.||Rhode Island, Massachusetts, and Connecticut. R.I. Agr. vol. 7, no. 2, Winter 1960-61.|delayed set, skin cracking, green shoulder development.|(Valiant x Farthest North F2) x Valiant F8.
Summerset|Texas Agr. Expt. Sta., College Sta.|Porter and Son.|small (1.5 to 2 inches in diameter), deep oblate, fruited tomato that sets well under hot weather conditions in southern Texas; primarily for home garden.||regionally to southern Texas, but also other localities with high temperatures. Proc. Amer. Soc. Hort. Sci. 34:585-589.||Large Cherry x Bonny Best.
Summit (CXD 101)|Campbell Soup Co.|Campbell Soup Co.|F1 hybrid, firm, round, midseason hybrid, high solids, compact vine; not the same as Summit from North Carolina State University.|UC 204C.|California. 1985.|V1, F1, and P2.|
Summit (NC 7993-5-39-1W-1R STEP 671)|North Carolina State University, Fletcher.|North Carolina State University, Fletcher.|fresh market, large determinate, late season maturity, jointless pedicel, medium-large, round fruit; not the same as Summit from Campbell.||southeastern United States. HortScience 20:787, 1985. 1984. PVP.|fusarium wilt races 1 and 2, verticillium wilt race 1.|
Sum-Up (20-Y-25, 23-Y-20)|Univ. of Missouri, Columbia.|Earl May Seed Co.|F1 hybrid, plant determinate, much heavier foliage cover than Fireball and matures 5 days later; fruit red, medium size, globe, uniform ripening; free-setting, high concentration of set.|Mozark.|midwestern and northeastern United States. Amer. Veg. Grower, Dec. 1965.|fusarium wilt and gray leaf spot.|Mozark and Fireball.
SUN 0289 (SXT 0289)|Susan Peters.|Sunseeds.|Early fresh market/saladette hybrid with vigorous indeterminate vine. 100-120 grams fruit size. High yield, uniform sized fruit with excellent color and interior quality.|||VW race 1, FW 1&2, TMV, BS. 2001.|F1 hybrid.
SUN 7705 (SXT 7705)|Susan Peters.|Sunseeds.|Mid season fresh market/saladette hybrid with vigorous, indeterminate vine, wide adaptation, performed well in Baja, Sinaloa, Sonora; good yields, fruit are tolerant to cracking, 120-140 grams fruit size.||wide. 2001.|VW race 1, FW 1 and 2, nematodes, TMV, BS.|F1 hybrid.
Sun Chaser (PS 647095)|Petoseed.|Petoseed.|F1 hybrid, fresh market, medium-large determinate, heat tolerant, early-mid season maturity, deep oblate, firm.|Solar Set. 1999.|Southeastern United States.|verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker.|
Sun King (XP 150410)||Seminis Vegetable Seeds-Asgrow.|large, vigorous, determinate plant; large to extra large, deep oblate fruit; uniform green, normal ripening.|Shady Lady.|California. 2002.|Fusarium wilt race 1 and 2, Alternaira stem canker, gray leafspot; Verticillium wilt race 1.|F1 hybrid.
Sun Leaper (NC 92191, STEP 744)|North Carolina State University, Fletcher.|Rogers.|F1 hybrid, fresh market type, determinate, light green shoulder, medium-large, flattened globe, firm.||eastern North Carolina. 1996.|fusarium wilt races 1 and 2, verticillium wilt race 1; tolerance to heat.|NC HS-1 x NC 84173.
Sun Sugar (TOK 810811)|Petoseed.|Petoseed.|F1 hybrid, fresh market, indeterminate vine, golden cherry fruit, early, crack resistant, high sugar content.||home garden. 1999.|fusarium wilt race 1, tomato mosaic virus.|
Sunbeam (XPH 5628)|Asgrow.|Asgrow.|higher percent pack of large and extra large fruit than Sunny.|Sunny. 1990.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot.|
Sunbolt (XPH 5752)|Asgrow.|Asgrow.|large fruited main season, best suited for mature green pick, stake or ground culture adapted.|Sonar. 1991.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker.|
Sunbrite (XPH 10009)|Asgrow.|Asgrow.|second early large fruited vine ripe hybrid for ground or short stake culture.|Sunbeam. 1992.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot.|
Sunburst (SC 830)|Clemson Univ. Truck Expt. Sta., Charleston, S.C.||high yielding, fresh-market type; fruit firm, smooth, fleshy, good internal color; determinate plant.|Marion.|southern states and the Caribbean islands.|gray leaf spot, fusarium wilt, root-knot nematode, tolerate early blight, and cracking.|
Sunchief (XP 10081)|Asgrow.|Asgrow.|F1 hybrid, fresh market, tall determinate, early-mid season, large uniform green shouldered fruit, smooth blossoms, concentrated set.||northeastern United States, Ontario and Quebec, Canada. 1999.|verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot (intermediate).|
Suncoast (Fla. 7065)|University of Florida, Bradenton.|University of Florida, Bradenton.|fresh market, early-midseason, determinate vine with erect foliage, large, firm, globe shaped fruit with even ripening; light green shoulders, crimson (ogc).color.||home gardens in southeastern United States. Fla. Agric. Expt. Sta. Circ. S-322, 1985. 1984.|fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot.|complex-Walter, Purdue Crimson, Florida and California breeding lines.
Sundance (87-29)|Sakata. 1990.|Sakata. 1990.|jointless hybrid, determinate plant habit.|Bonita. 1990.||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes.|
Sundrop|W. Atlee Burpee Co.|W. Atlee Burpee Co.|open pollinated, globe-shaped, orange-fleshed fruit; indeterminate vine.|Basket Pak for size, but orange.|wide. 1985.||
Sungem (XPH 10045)|Asgrow.|Asgrow.|F1 hybrid, fresh market, medium determinate vine, deep oblate large to extra large fruit, main season vine ripe, firm, uniform green shoulder, excellent flavor.||east. 1996.|verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker.|
Sunglobe (XPH5741)|Asgrow.|Asgrow.|a large fruited ground culture type.|Jackpot.|green pick in California during summer. 1992.|verticillium wilt race 1, alternaria stem canker, tobacco mosaic virus.|
Sunguard (XP 10089)|Asgrow.|Asgrow.|F1 hybrid, fresh market, medium determinate, mid-season, medium to large uniform green shoulder, firm, deep oblate fruit.||eastern United States. 1999.|fusarium wilt races 1, 2 and 3, verticillium wilt, alternaria stem canker, gray leaf spot (intermediate).|
Sunjay (XPH 5795)|Asgrow.|Asgrow.|jointless, fresh market, large fruited type for stake culture and mature green pick.|Olympic. 1991.||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, alternaria stem canker, gray leaf spot.|
Sunmaster (PS805588)|Petoseed.|Petoseed.||Heatwave. 1993.||verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot; tolerance to heat.|
Sunny (XPH674)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, fresh-market and shipper type with attractive medium large to large fruit.|Tempo. 1980.||fusarium (race 1 and 2); tolerant of verticillium.|
Sunoma (131720)|Tara Jacoby.|Seminis-Asgrow.|Elongated saladette, larger fruit than 822, larger vine.|Hybrid 882.|Mexico. 2000.|N, BSK, FW 1&2, ToMV, V.|F1 hybrid.
Sunpak (XP 10069)|Asgrow.|Asgrow.|F1 hybrid, fresh market, short determinate, medium-large fruit, early-mid season, uniform green shoulder, very firm, smooth blossom scar.||southeastern United States. 1999.|verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker.|
Sunpride (XPH 5626)|Asgrow.|Asgrow.|medium sized, fresh market vine ripe type for stake culture in the main crop maturity group.|Mountain Pride. 1992.||fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot, verticillium wilt race 1.|
Sunray|USDA, Plant Industry Sta., Beltsville.|||Jubilee.|regionally to most of the United States. So. Seedsman. Feb. 1950.|high to fusarium wilt.|Pan America and Jubilee.
Sunrise (XPH 5551)|Asgrow.|Asgrow.|high quality, very productive, jointless pedicel, early maturity, fresh market hybrid for the Midwest and Northeast United States.|Flash. 1989.||verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot.|
Sunset (UNH 11-67)|Univ. of New Hampshire, Durham.|Farmer Seed and Nursery.|productive, determinate vine with uniform ripening, large globe fruit.|Starfire.|northern United States. 1970.|moderate to cracking.|complicated.
Sunshine (XP 10074)|Asgrow.|Asgrow.|F1 hybrid, fresh market, short determinate, early season, large deep oblate fruit, smooth blossoms.||northeastern United States, Ontario and Quebec, Canada. 1999.|verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker.|
Sunstart (XPH 10026/Pikquick)|Asgrow.|Asgrow.|F1 hybrid, fresh market, compact determinate, early season, concentrated fruit set, large deep oblate.||northern United States, Canada. 1997.||
Sunstation (XP 10084)|Asgrow.|Asgrow.|F1 hybrid, fresh market, short determinate, midseason maturity, large fruit, firm for vine ripes.||eastern and midwestern United States. 1999.|verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker.|
Super 528 (11528)|Orsetti Seeds.|Orsetti Seeds.|processing hybrid, square-round shape, for whole peel and dicing, excellent quality, large vine, exceptional cover, high solids.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes. 1996.|
Super Bush (80-1301)|Goldsmith Seeds.|Goldsmith Seeds.|F1 hybrid, does not require staking or pruning; produces large meaty tomatoes all season.|Stakeless.|wide. 1983.|Verticillium, fusarium, and nematodes.|
Super Chief (SD87-13)|South Dakota State University, Brookings.|Gurneys Seed and Nursery Co.|fresh market hybrid, determinate vine, early season, uniform green shoulders, flattened globe, uniform ripening, large size.||South Dakota. HortScience 28:959-960. 1993.|fusarium wilt race 1, verticillium wilt race 1.|
Super Gold Hybrid|Burgess Seed and Plant Co., Galesburg, Mich.|Burgess Seed and Plant Co., Galesburg, Mich.|heavy yielding, large fruit.|Improved Colossal Golden. Burgess cat. 1963.|||
Super K|Cody Flower.|Sunseeds.||Beefsteak. 1990.|||
Super Marzano (PSX 309686)|Petoseed.|Petoseed.|fruit are large, long, pear shaped, weight approximately 4 oz, green shouldered, maturity is midseason, plants are indeterminate, quite large, have very good disease resistance.|San Marzano. 1992.||verticillium wilt race 1, fusarium wilt race 1, nematodes, tobacco mosaic virus, bacterial speck.|
Super Red F1|Eastern States Farmers Exchange West Springfield, Mass.|Eastern States Farmers Exchange West Springfield, Mass.|large, vigorous, indeterminate vines; fruit large, up to 14 ounces, thick walled; slightly flattened; Rutgers season.||northeastern United States. E.S.catalog. 1962.||
Super Star (2442)|Univ. of Idaho Res. and Ext. Center, Parma.|various seedsmen.|open pollinated, small, determinate vine, three fruit per pound, hand-pick slicer; processes well.|Glamour.|western United States. 1976.|verticillium and fusarium wilts, curly top, fruit rots and cracking.|L. peruvianum, L. pimpinellifolium, L. esculentum.
Superb Hybrid (201-5-88)|University of New Hampshire.|University of New Hampshire.|compact, excellent cover, uniform unripe, ripe color deep red, fruit weight 185-220 g, no cracking, very firm, no blotch, one week earlier than Valley Girl.|Valley Girl. 1995.||verticillium wilt race 1.|
Superior (54 x 224)|Arco Seed Co.|Arco Seed Co.|F1 hybrid, large vine, smooth fruit.|Casino Royale and Sunny.|San Diego. 1981.|verticillium, fusarium (races 1 and 2), nematodes, and stemphyllium.|
Superman (W36)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, midseason maturity; fruit red, very large, globe-shaped, green shoulder; indeterminate vine.|Big Boy.|northeastern United States. 1964.|verticillium and fusarium wilts.|
Supermarket (XP 3391)|Asgrow Seed Co.|Asgrow Seed Co.|determinate vine cultivar for green-wrap market; fruit with green shoulder.|Homestead 24.|southern and Gulf States; semitropical areas. 1964.|Cladosporium, Stemphylium, fusarium, and alternaria.|
Supersonic (931L)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, main season, indeterminate, heavy yield of large, firm, normal ripening fruit; fresh market.|Big Boy.|northern United States. Joseph Harris Co. Catalog 1968.|verticillium and fusarium wilt; tolerant to cracking.|
Supersteak VFN|W.A. Burpee Co.|W.A. Burpee Co.|F1 hybrid, very large, meaty, smooth fruit of 1 to 2 pounds; large indeterminate plants.|Beef Master.|wide. 1980.|verticillium, fusarium, and nematodes.|
Supersweet 100 (NVH 4353)|Northrup King.|Northrup King.|cherry type approximately 1' diameter, indeterminate cultivar, staked plants produce several long, multiple branched clusters containing 100 or more fruit.|Sugar Lump, Sweet 100. 1986.||verticillium wilt race 1, fusarium wilt race 1.|
Surecrop (36-2-1-6)|New Hampshire Agr. Expt. Sta., Durham.|Billy Hepler Seed Co.|high degree late blight resistance, some resistance to early blight.|Victor.|northern United States. 1956.||L. pimpinellifolium-Mexico 907W x Mikado, followed by backcross to Victor.
SureFire (GS12)|Northrup King.|Goldsmith.|firm, round fruited hybrid that is a consistent, early producer of high yields, average three fruit per lb.|||verticillium wilt race 1, fusarium wilt race 1. 1992.|
Sweepstakes (FMX 93)|Ferry-Morse.|Ferry-Morse.|medium early, easy stemming large fruited fresh market hybrid for short stakes or bush production.|Bingo. 1987.||verticillium wilt race 1, fusarium wilt race 1, tobacco mosaic virus, nematodes, alternaria stem canker.|
Sweet Baby Girl (21368)|Jim Waltrip.|Seminis-Petoseed.|Cherry tomato, 18-25 gram fruit, good shelf life, dark red, open plant, short internode, cold tolerant.|Cherry Belle.|Home Garden. 2000.|None noted.|F1 hybrid.
Sweet Cluster (012 890)|Petoseed.|Petoseed.|F1 hybrid, fresh market, indeterminate vine, cluster harvest, 7-8 fruit per cluster, round to deep oblate, 100-120 g, glossy, deep red.||home garden. 1998.|verticillium wilt race 1, fusarium wilt race 1, nematodes, tomato mosaic virus, cladosporium leaf mold (Cf-5).|
Sweet Quartz (MS5)|Sakata.|Sakata.|cherry tomato with excellent taste, disease free.|||tobacco mosaic virus, fusarium wilt race 1, gray leaf spot, Cladosporium gray leaf mold.|
Sweet Tangerine (PS 839894)|Jim Waltrip.|Seminis-Petoseed.|Large, relatively firm fruit, smooth golden color, medium early maturity.|Mountain Gold.|home garden. 2000.|ASC, FW, N, St, To, Vert.|F1 hybrid.
Sweetie (PSX I)|Petoseed Co.|Petoseed Co.|open pollinated, indeterminate habit, tall, fair cover; fruit small cherry size, firm, sweet, borne in long hands with an extended compound inflorescence.|Sweet 100.|wide. 1980.|none claimed.|
SXT 0289|Sunseeds.|Sunseeds.|F1 hybrid, fresh market, vigorous indeterminate saladette type, early-mid season, uniform size, excellent color.||Baja, Sonora, Sinaloa, Nayarit and Michoacan, Mexico. 1999.|verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tomato mosaic virus, bacterial speck.|
SXT 6245|Sunseeds.|Sunseeds.|F1 hybrid, fresh market, determinate, early to midseason, saladette type, 130 g fruit, firm.||Mexico. 1998.|verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes.|
SXT 6252|Sunseeds.|Sunseeds.|F1 hybrid, fresh market, medium large determinate, roma/saladette type.||Mexico and South America. 1998.|verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, bacterial speck.|
SXT 6615|Sunseeds.|Similar:|F1 hybrid, fresh market, medium-large determinate, midseason maturity, large fruit, globe shape, uniform green shoulders.|Similar. Shady Lady.|California and Florida. 1996.|verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker.|
