Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Dasher (PSX 1274)|Petoseed Co.|Petoseed Co.|F1 hybrid, early gynoecious, slicer, uniform fruit that are straight, dark green, slight taper on both ends, holds color in stress weather.|Slicemaster.|wide. 1978.|scab, cucumber mosaic virus, anthracnose, angular leaf spot.|
Dasher II|Petoseed.|Petoseed.|predominantly gynoecious hybrid slicer, white spined, 8' fruit length; two days earlier than Dasher with better disease resistance.|||angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus. 1982.|
Davis Perfect|Eugene Davis.|Niagara.|fruit dark green, 9-10 x 2-2.25' fruit, monoecious slicer inbred. 1906.||||
Daytona (PS 191091)|S. Kimbrue.|Petoseed.|very dark green fruit, white spined, medium early maturity, gynoecious hybrid; fruit vigorous, straight, color exceptional; performs well on plastic and ground culture, fruit hold length under stress, 60 day maturity.|Darker II.||powdery mildew, downy mildew, scab, cucumber mosaic virus, angular leaf spot, anthracnose race 1, watermelon mosaic virus, zucchini yellow mosaic virus, papaya ringspot virus.|
Debonaire (NCX 605)|Niagara Chemical Division, FMC Corp.|Niagara Chemical Division, FMC Corp.|hybrid, white spined, productive, gynoecious, slicer, long, dark green fruit, blunt ends, small seed cavity.|Gemini 7.|general. The Progressive Farmer. 1973.|scab, tolerance to downy mildew, cucumber mosaic virus.|Gy 54 female.
Delcrow|Division of Hort., Central Expt. Farm, Ottawa, Ontario, Canada.||smooth skin, small seed cavity, high quality.|Niagara cultivar. 1936.|||Deltus x Hes Crow.
Delta (ARCO 769)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, indeterminate, pickler, medium green fruit color, good fruit length, L/D 3.0+, in a wide range of environments.|Regal.|midwestern and eastern United States, the Carolinas. 1986.|scab, cucumber mosaic virus, angular leaf spot, anthracnose, powdery mildew, downy mildew.|
Deltus|A. Titus.||fruit dark green, 9-10 x 2.25-2.5' fruit, slicer, monoecious hybrid. 1919.||||
Dilly (XPF 921)|Moran Seeds.|Moran Seeds.|dwarf vine 16-18' long, 7' fruit length, medium dark skin, monoecious, white spined.|||tolerance to cucumber mosaic virus. 1978.|
Discover (XPH 1550)|Asgrow.|Asgrow.|determinate pickler, long fruit.|||broad range. 1987.|
Diva (JU2)|Janika J. Eckert.|Johnny's Selected Seeds.|smooth, tender skin, bright green color, sweet and crisp flesh, seedless, gynoecious and parthenocarpic.||greenhouse. 2001.|Cladosporium, Sphaerotheca, Pseudoperonospora, and Corynespora.|
Dixie 23 (P23)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|hybrid, white spined, gynoecious, medium plant vigor.|Explorer.|southern United States. 1970.|tolerance to powdery mildew, downy mildew, anthracnose, angular leaf spot.|Gy 3 x proprietary inbred.
Diyala (XPH 1475)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, cylindrical fruit, medium green color, slightly rough skin, L/D 3.6.|Arabel.|middle east, protected culture. 1985.||
Double Feature||W. Atlee Burpee and Co.|slicing type. 1999.||||
Double Yield Pickle|Joseph Harris Co.|Joseph Harris Co.|50 day maturity, high yield, Fruit medium green, 5-6 x 1.88-2' fruit, monoecious pickle inbred. 1924.||||
Downeast Slicer (Maine Hybrid 1)|Maine Agric. Expt. Sta., Orono.|East. States Farms Exc., West Springfield, Massachusetts.|F1, early, good slicer.|Marketer.|New England, Maritime Prov. of Canada. East. States Cooperator, November-December, 1963. 1964.|scab (Cladosporium cucumerinum).|Improved Highmoor x Palomar.
Dryden (PSMR18 WS)|H. Munger, Cornell University.||white spined monoecious pickle inbred.|||powdery mildew, scab, cucumber mosaic virus.|powdery mildew resistance and white spine traits backcrossed into Wisconsin SMR 18.
Dryden 87|H. Munger, Cornell University.||white spined monoecious pickle inbred.|||target leaf spot, powdery mildew, scab, cucumber mosaic virus.|target leaf spot resistance backcrossed into Dryden.
Dublin|Stokes.|Stokes.|predominantly gynoecious slicer hybrid, 8-9' dark green fruit, 48 day maturity.|||anthracnose, downy mildew, scab, cucumber mosaic virus.|
Duchess (P2N163)|Joseph Harris Co.|Joseph Harris Co.|F1, extra early slicer, gynoecious, white spined.|Challenger.|eastern United States. 1966.|scab, cucumber mosaic virus.|
Dugan (NUN 6514)|Nunhems.|Nunhems.|gynoecious, parthenocarpic, suitable for rockwool or soil culture, high production, good endurance until the end of the cropping period, normal length fruit on stems and lateral branches.||greenhouse. 1990.||
Duke (HMX 4489)|Harris Moran.|Harris Moran.|gynoecious pickle hybrid, early, white spined, dark green, cylindrical, blocky, L/D 2.9-3.1.|||anthracnose, cucumber mosaic virus, downy mildew, powdery mildew, scab, angular leaf spot.|
Dynasty (PSX 681)|Petoseed.|Petoseed.|white spined gynoecious slicer hybrid, 8' fruit length.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus. 1984.|
Earliest of All|Ferry-Morse.|Ferry-Morse.|fruit straight, moderate dark green, 6.5-7 x 2.25-2.5' fruit, monoecious slicer. 1906.||||
Earlipik (2990)|Northrup King.|Northrup King.|hybrid, early, concentrated set, white spined, pickle.||southern, western United States. 1969.||Gy 3 x NK male.
Earlipik 14|Northrup King.|Northrup King.|F1 hybrid, slightly longer and slightly darker than Earlipik.|Earlipik. 1975.||scab.|Gy 14 x NK male.
Early Beauty (Early Express, Express Extra Early, Tempeys Express Pickler)|John Lewis Childs.||monoecious slicer, fruit straight, medium bright green, 6-7 x 2-2.25' size. 1899.||||
Early Cluster (Cluster, Early Cluster Prickley, Green Cluster, Improved Early Green Cluster, Table Q|Mawe and Abercrombie.|Mawe and Abercrombie.|fruit straight, tapers toward end, light green, 5-6 x 2.25-2.5' size, white spined, monoecious pickle, 53 day maturity. 1778.||||
Early Cyclone (Cyclone, White Cluster)|Chauncey P. Coy.||fruit straight, medium green, 3.5-4 x 2.25-2.5' size, monoecious slicer. 1900.||||
Early Fortune (Special Dark Green)|J. Bolgiano and Son of Baltimore.|Nat. Seed Storage Lab.|monoecious slicer; cylindrical, white spined fruit, dark green, 8-9 x 2-2.25' size; maintains color and freshness over long periods, 65 day maturity. 1906.||||
Early Frame (Early Frame Short Green, Early Prolific Short Green, Early Short Green, Early Short Pro|||fruit straight, dark green, 6-7 x 2.25-2.5' size, monoecious slicer. McMahon Gardeners Catalog. 1806.||||
Early Green Cluster|Wood and Sons.|Nat. Seed Storage Lab.|monoecious pickler.||||
Early Marketer Hybrid|Petoseed Company, Saticoy, California.||F1, early, high yield.|Marketer.||cucumber mosaic virus, downy mildew. H. B. Petoseed, 1957. 1956.|unknown.
Early Michigan|Burgess Seed and Plant Company, Galesburg, Mich.|Burgess Seed and Plant Company, Galesburg, Mich.|very early, white spined, slicer, very productive.|Early White Spine cultivar.|wide. Burgess Catalog, 1938.||unknown, from variable sample furnished by customer.
Early Perfection|Sakata Seed.|Sakata Seed.|highly productive Telegraph type of F1 hybrid for greenhouse forcing, gynoecious, 16' fruit length.||greenhouse.||
Early Pride|Burpee.|Burpee.|gynoecious, slicer, dark green color, early, produces over long season.|Triumph. 1983.||cucumber mosaic virus, mildew.|
Early Pride Hybrid|W. Atlee Burpee Co.|W. Atlee Burpee Co.|F1 hybrid, early gynoecious, slicer, dark green color, produces over long season.|Triumph.|wide. 1983.|tolerance to cucumber mosaic virus, mildew.|
Early Russian (Borowskian, Early Russian Gherkin, Extra Early Russian, Improved Early Russian, Murom|Hovey and Co.|Nat. Seed Storage Lab.|fruit moderate light green, 3.5-4 x 1.75-2' fruit, tapers at ends, monoecious pickler, 50-55 day maturity. 1854.||||
Early Set|Sakata Seed.|Sakata Seed.|small plant size, may plant more closely, earlier and longer producer, gynoecious hybrid slicer, 8.5' fruit length.|||powdery mildew.|
Early Short Prickley (Early Short Green Prickley, Short Prickley, Short Green Prickley)|Mawe and Abercrombie.||fruit smooth, 3-4' fruit length, monoecious slicer. 1778.||||
Characteristics: F1 hybrid.|Adaptation: wide. Peto-Hollar Seed Company Catalog, 1953.|Similar:|Breeder: Peto-Hollar Seed Company, Rocky Ford, Colo.|Resistance: cucumber mosaic virus downy mildew.|A and C.|Parentage: closed.|Name: Early Surecrop
Early Surecrop|||monoecious hybrid, slicer.|||downy mildew, cucumber mosaic virus.|
Early Surecrop Hybrid|Petoseed.|Petoseed.|monoecious hybrid slicer, 8' fruit length.||||
Early Triumph (PSX 2776)|Petoseed Co.|Petoseed Co.|F1 hybrid, early, monoecious slicer, dark green, blocky, smooth, small seed cavity, vine vigorous, medium sized.|Triumph.|wide. 1980.|cucumber mosaic virus, downy mildew, powdery mildew, scab, anthracnose.|
Early White|New York Agric. Exp. Sta.||fruit straight, greenish white, 8-9 x 2.5-3' size, monoecious inbred slicer. 1887.||||
Early White Spine (Chicago, Extraordinary White Spine, Famous Peerless, Monarch, Monarch White Spine|McMahon.|Nat. Seed Storage Lab.|fruit straight, light green, 7-8 x 2.25-2.7 5' fruit, slicer, monoecious, inbred. 1806.||||
Early Yellow Dutch|Geneva.||fruit curved, greenish white, 8-9 x 2.5-3' size, monoecious inbred slicer. 1884.||||
EDYP F1|Research Institute of Vegetable Crops, Poland.||fruit uniform shape, dark green, short, monoecious hybrid pickle.|||anthracnose, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Elite|Petoseed.|Petoseed.|white spined, gynoecious hybrid slicer, 8' fruit length.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Elka (Nun 4467)|Nunhems Zaden.|Nunhems Zaden.|white spined, gynoecious hybrid slicer.||greenhouse.||
Emerald (Emerald Green White Spine, Florida Emerald, Florida Green)|A.W. Livingstons Sons.||fruit straight, very dark green, 6-7 x 2.25-2.5' size, monoecious inbred slicer. 1897.||||
Empress (P2E16)|Joseph Harris Co.|Joseph Harris Co.|early hybrid slicer, predominantly gynoecious, white spined.|Challenger.|eastern United States. 1966.|scab, cucumber mosaic virus.|
Encore (HM77623)|Harris Moran.|Harris Moran.|predominantly gynoecious hybrid slicer, early maturity (2 days later than Raider), very dark green slightly tapered fruit, white spined.||to southeast. 1985.|angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Endeavor (WI 2870G x Clinton)|J.E. Staub and T.C. Wehner, USDA-Wisconsin and North Carolina State University, Raleigh.||white spined, dark green, pickler, gynoecious hybrid, L/D 2.9, strong vine for extended season, 52 day maturity, hand harvest, high quality whole packer.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus. 1988.|WI 2870 G x Clinton.
English Telegraph|||monoecious inbred, long-fruited trellis type.||||
Eureka (PSX 2888)|Petoseed.|Petoseed.|pickler, 57 day maturity, monoecious, vigorous vine, L/D 3.15, white spined, very dark green, hand harvest, excellent fruit quality.||western United States. 1990.|anthracnose race 2, angular leaf spot, cucumber mosaic virus, downy mildew, powdery mildew, scab, papaya ringspot virus, watermelon mosaic virus, zucchini yellow mosaic virus.|
Euroamerican|Rogers NK.|Rogers NK.|fruit slightly tapered, bright green, slicer, monoecious hybrid, 10' fruit length, 60 day maturity, sweet thin skin, small seedcell.|||scab, cucumber mosaic virus.|
Everbearing (Earliest Everbearing, New Everbearing, Thorburn Everbearing, Thorburns New Everbearing)|J.M. Thorburn and Co.|Burpee Seed (Nat. Seed Storage Lab).|monoecious inbred slicer, fruit straight, medium-light green, 4.5-5 x 2-2.25' size. 1888.||||
Evergreen White Spine (Century, Early Evergreen, Early Long White Spine, Evergreen, Evergreen Early|Johnson and Stokes.||monoecious inbred slicer, fruit straight, dark green, 10-12 x 2.5-3' size. 1886.||||
Everslice (NK 2160)|Northrup King.|Northrup King.|slicer, uniform green, extra long harvest period, predominantly gynoecious; cylindrical, dark green fruit 8.5' long, 55 day maturity.|Centurion. 1989.||scab, cucumber mosaic virus, powdery mildew, downy mildew, angular leaf spot, anthracnose race 1.|
Eversweet|||inbred slicer with bitterfree, black spined fruit.||||
Excel (XPH 1682)|Asgrow.|Asgrow.|gynoecious hybrid pickler, short determinate vine, L/D 3.1, dark green fruit, small seedcell.|Discover. 1993.||scab, powdery mildew, angular leaf spot, zucchini yellow mosaic virus, moderate to anthracnose.|
Expedition (SVR 04506116)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|gynoecious pickle, dark green blocky fruit with 3.0 to 3.06 L/D; high yield; excellent fruit color and shape; machine pick; 1 to 2 days earlier than Vlaspik.|Lafayette, Sassy, Discover.|NAFTA - southeast U.S. 2005.|angular leaf spot, cucumber mosaic virus, scab; intermediate to anthracnose, powdery mildew, downy mildew.|F1 hybrid.
Explorer (Hybrid 105)|Clemson University Agric. Expt. Sta., Charleston, SC, and Asgrow Seed Co.|Asgrow Seed Co.|predominantly gynoecious hybrid, slightly blocky, medium dark green fruit, small warts, white spined, thick flesh.||southern United States. 1969.|downy mildew, powdery mildew, anthracnose, angular leaf spot, cucumber mosaic virus.|Gy 3 x Chipper (SC 25).
Express (79-1197)|Musser.|Musser.|early gynoecious hybrid pickler, productive vines, dark green bitterfree fruit, excellent briner, L/D 3.1, 55 day maturity.|||anthracnose 1, angular leaf spot, downy mildew, powdery mildew, scab, tolerance to cucumber mosaic virus. 1984.|
Extra Early Majestic||Nat. Seed Storage Lab.|monoecious, inbred.||||
Faison|Northrup King and Co.||F1, early, very productive, black spined, pickler, fruit medium to dark green, mostly blunt at stem and blossom end, vine medium size, larger than NK 805 but smaller than Pic-Nik.|||tolerance to cucumber mosaic virus, scab. 1967.|gynoecious line MSU 713-5 x Pixie.
Fancipak (XPH 1369)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, dark color, hand-harvest pickler, low incidence of crooks and nubs.|Score.|warm growing areas. 1985.|tolerance to anthracnose, downy mildew, scab, angular leaf spot, cucumber mosaic virus, powdery mildew.|
Fanfare (PSX 113088)|Petoseed.|Petoseed.|semi-determinate vine, monoecious, slicer, AAS winner, excellent color and fruit length, straight, 62 day maturity.|||cucumber mosaic virus, downy mildew, powdery mildew, anthracnose, angular leaf spot, scab. 1990.|
Feisty (HMX 9464)|Gary Taurick.|Harris Moran.|pickling type; dark green indeterminate vines; fruit with small seedcell; 3.2 L/D ratio.||U.S. 2003.||F1 hybrid.
Fiecha (XPH 1705)|Asgrow.|Asgrow.|22-23 inch fruit length, bitter, skin dark green.|||downy mildew, powdery mildew.|
Flamingo|Leen De Mos Vegetable Seed Co.|Shamrock Seed Co.|long Dutch greenhouse cucumber type, 55-60 day maturity, fruit with cylindrical shape, dark green color, 12-13 inch length, suitable for production on rockwool or soil.|Miligan.|climate controlled greenhouse. PVP: none. 1996.|powdery mildew, scab, leafspot.|F1 hybrid.
Fletcher (N.C. 2)|North Carolina State College, Raleigh.||monoecious slicer inbred.|Stono. 1959.||scab, downy mildew.|Highmoor and Stono.
Flurry (XPH 1191)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, high yielding, pickler, medium dark green fruit color, excellent uniformity, well suited for slices and spears.|Calypso. 1980.||scab.|
FM 5020 (FMX 5020)|Gary Taurick.|Harris Moran Seed Co.|pickling type, cylindrical fruit shape, very dark skin color.|Vlaspik.|midwestern U.S., Texas, Florida. 1998.|scab, CMV, angular leafspot, anthracnose, powdery mildew.|F1 hybrid.
FM Hybrid Ashley|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|predominantly gynoecious hybrid slicer, 8' fruit length; earlier and slightly more vigorous than Ashley.|Ashley.|wide. Ferry-Morse Seed Company list. 1961.|downy mildew.|Ashley x F.M. inbred.
Fojin (Mandarin, New Early Fojin, Quality)|Vaughan Seed.||fruit slightly curved, medium dark green, 8-9 x 1.7 5-2' size, monoecious slicer. 1932.||||
Fordhook Famous (Early Fordhook White Spine, Fordhook Fancy, Fordhook White Spine, Imperial)|Mr. A. McInnis, Canada.||fruit straight, light green, 10-12 x 2.5-3' size, monoecious slicer. 1894.||||
Fordhook Pickling (Fordhook, New Fordhook Pickling)|C.P. Coy.||fruit usually straight, medium dark green, 7-8 x 2.25-2.5' fruit, monoecious pickler. 1896.||||
Fore Most S.L. 1 Hybrid|Ferry-Morse Seed Company, Detroit, Mich., Mountain View, California.|Ferry-Morse Seed Company, Detroit, Mich., Mountain View, California.|F1, long very smooth skinned, dark, blocky ends, fine quality, white spined.||wide. Ferry-Morse Seed Company Seed. Co. 1953.||Delcrow x Marketer inbred.
Fremont (1983 x Clinton)|USDA-Univ. Wisconsin and North Carolina State University, Raleigh.|ARCO Seed Co.|F1 hybrid, white spined, L/D 2.85, blocky fruit, good fruit color distribution, medium size vine that remains healthy into season.|Calico.|Ohio, Michigan, Wisconsin, North Carolina. 1985.|angular leaf spot, powdery mildew, cucumber mosaic virus, scab.|W1983G x Clinton.
Frontier|Asgrow Seed. Co.|Asgrow Seed. Co.|F1, black spined, pickler.|Pioneer.|northern pickling areas. 1967.|scab, cucumber mosaic virus; tolerance to angular leaf spot, downy mildew, anthracnose.|South Carolina Gy 3 x scab-resistant pollen parent.
Furax (NUN 7209)|Nunhems.|Nunhems.|vigorous, open vines, dark green fruit, L/D 3.0-3.1.|Parker. 1992.||powdery mildew, scab, tolerance to cucumber mosaic virus.|
Fushinari|Oriental.||fruit straight, light green, 8-9 x 1.5-1.75' size, monoecious slicer. 1927.||||
Futura|L. Daehnfeldt.||gynoecious hybrid greenhouse slicer, high yield, vigorous, open growth habit, 10 5/8-13' fruit length, white spined.||greenhouse. 1994.|high to powdery mildew.|
G 30|R.L. Lower, North Carolina State University, Raleigh.||semi-dwarf, predominantly gynoecious hybrid pickler, fruit longer than Calypso, excellent for making chips and spears, good for high density once-over harvest.|Calypso.|wide. 1978.|scab, anthracnose, angular leaf spot, downy mildew, powdery mildew, cucumber mosaic virus.|Gy 2 x M 21.
Galaxy (SC 23)|Clemson University Agric. Expt. Sta., Charleston, SC, and Asgrow Seed Co.|Asgrow Seed Co.|white spined, pickler, medium, dark green fruit, slowly developing seed, small seed cavity, L/D 2.9.|Chipper, Pixie.|southern United States.|downy mildew, powdery mildew, anthracnose, angular leaf spot, cucumber mosaic virus.|complicated, using PI 197087, 196289, and Asgrow lines.
Galaxy u|H. Munger, Cornell University.||Galaxy with uniform green fruit color gene added by backcrossing.||||
Garden (Dual)|M.L. Robbins, Clemson University.||long fruited pickler, for home garden use, white spined, monoecious inbred.|||high to anthracnose and chilling.|
Gemini (SC 3)|W.C. Barnes, Clemson University Truck Expt. Sta., Charleston, South Carolina.||predominantly gynoecious hybrid slicer, early maturity.||northern United States and mountains. 1967.|scab, cucumber mosaic virus, powdery mildew, moderate resistance to downy mildew, anthracnose, angular leaf spot.|Gy 54 x SR Tablegreen.
Gemini 7 (Hy 6)|W.C. Barnes, Clemson University Agric. Expt. Sta., Charleston, South Carolina.|ARCO.|predominantly gynoecious hybrid slicer, fruit straight, white spined, slightly taper, vigorous vine, 8.5 x 2.5' size, 60 day maturity, medium dark green fruit slightly longer than Gemini.|Ashley.|general, especially scab areas. 1969.|cucumber mosaic virus, scab.|Gy 57u x Tablegreen.
General Lee (FMX 4440)|L. Gautney.|Ferry-Morse.|predominantly gynoecious slicer hybrid, high yield, attractive, dark green, straight fruit; vines large, vigorous.|Sprint. 1988.||powdery mildew, downy mildew, scab, cucumber mosaic virus.|
Geneva|Richard Wellington, Minnesota Agric. Exp. Sta.||monoecious slicer; fruit straight, grayish green, 10-12 x 2.25-2.5' size. 1930.||||
Get Set|Sakata Seed.|Sakata Seed.|gynoecious hybrid slicer, vigorous vines, prolific yield, recommended for hot and humid conditions, white spined, 9' fruit length.|||cucumber mosaic virus.|
Giant Pera (Grand Pera, Long Giant Pera, Long Green Giant Pera, Mammoth Giant Pera, New Giant Pera,|Dr. Harris (Pennsylvania) and W. Atlee Burpee.||monoecious hybrid trellis slicer, fruit light green, 12-15 x 2.5-3' size. 1886.||||
Giant White Arnstadt||Nat. Seed Storage Lab.|monoecious inbred.||||
Goddess|Keystone.||hybrid pickler, black spined, L/D 3.4.|||powdery mildew.|
Golden State Pickle|Lawrence Robinson R. Sons, Modesto, California.|Lawrence Robinson R. Sons, Modesto, California.|black spined, pickler, bred to perform with National Pickling in pickle packer use, but with cucumber mosaic virus resistance.|National Pickling.|Pacific coast of the United States. 1956.|cucumber mosaic virus.|
Gourmet|Petoseed Co.||hybrid, white spined, gynoecious, bitter free, European, parthenocarpic, 14-16' fruit length.|Toska 70.|general, greenhouse. 1974.|scab, C. melonis.|
Grand Rapids Forcing||Nat. Seed Storage Lab.|monoecious inbred.||||
Characteristics: F1.|Adaptation: northern, midwestern United Sates. 1969.|Similar:|Breeder: Ferry-Morse Seed Co.|Resistance: scab, cucumber mosaic virus.|machine harvest, gynoecious, productive.|Parentage:|Name: Green Beauty
Green King|Sakata Seed.||gynoecious hybrid slicer; extra early, high yielding, recommended for mild climate, heavy producer, 8.5' fruit length.|||powdery mildew, cucumber mosaic virus.|
Green Knight Hybrid|Burpee Seed.||hybrid trellis slicer, 60 days maturity, long, straight, dark green fruit, 12' fruit length.||||
Green Prolific|Wood and Sons.|Nat. Seed Storage Lab.|monoecious inbred.||||
Green Spear (no. 2820)|Northrup King and Co.|Northrup King and Co.|hybrid, white spined, pickler, longer fruit than Southern Cross and Explorer.|||tolerance to scab, cucumber mosaic virus, angular leaf spot, powdery mildew. 1973.|Gy 3 x NK male.
Green Spear 14|Northrup King and Co.|Northrup King and Co.|F1 hybrid, slightly longer than Green Spear.|Green Spear. 1975.||scab, powdery mildew, angular leaf spot, cucumber mosaic virus.|Gy 14 x NK male.
Characteristics: early, white spined, pickler, dark green color.|Adaptation: home gardens in northeastern United States and Canada. Harris Catalog, 1952.|Similar:|Breeder: Joseph Harris Company Rochester, New York.|Resistance:|Double Yield cultivar.|Parentage: mutation in Double Yield.|Name: Green Thumb
Greenpak (38ND)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, gynoecious, pickler, L/D 2.9, dark green, heavy yield suitable for mechanical harvest.|Pickmore.|northern United States. 1973.|scab, cucumber mosaic virus.|
Greensleeves (HMX 0431)|Harris Moran Seed Co.|Harris Moran Seed Co.|early gynoecious hybrid slicer with dark green, 8-inch long fruit.|||scab, anthracnose, angular leafspot, cucumber mosaic virus, powdery mildew, downy mildew.|Harris Moran inbreds.
Greenstar (1159)|Joseph Harris Co.|Joseph Harris Co.|gynoecious hybrid pickler, vigorous vines, dark green fruit.||northeastern, midwestern United States. 1974.|scab, cucumber mosaic virus.|
Grow Quick (Quick Grow)|Vaughan-Jacklin.|Nat. Seed Storage Lab.|monoecious slicer inbred; fruit slightly curved, light green, 5-6 x 2-2.25' size. 1929.||||
Guardian (827)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, gynoecious, white spined slicer, long, cylindrical, uniform dark green, small amount of stippling, 55 day maturity.|Centurion.|wide. 1979.|cucumber mosaic virus. scab, angular leaf spot, anthracnose, downy mildew, powdery mildew.|
Guerrero Classic (Sun-3541)|Sunseeds.|Sunseeds.|hybrid pickler, white spined, 52 day maturity, blocky shape.|||cucumber mosaic virus, papaya ringspot virus, watermelon mosaic virus, zucchini yellow mosaic virus.|
Gynomite (XPH 1304)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, pickler, very high ratio of female flowers for concentrated set and mechanical harvest.|Carolina.||scab.|
Hanover|||monoecious, inbred, schalgurken type, 14' fruit length.|Riesenschal.|||
Harrow Jubilee (Harrow 77.07)|Agriculture Canada.|Nuttall-Bonn.|gynoecious pickler, white spined, medium green, blunt blossom and stem ends, L/D 3.2, very good yield, no brining defects.|Triplemech.||angular leaf spot, cucumber mosaic virus, scab.|
Harvestmore|Rogers NK.|Rogers NK.|monoecious hybrid slicer, consistent yield, long harvest, 63 day maturity, 8.4-9' fruit length, dark green.|Slice King.||angular leaf spot, cucumber mosaic virus, scab, downy mildew, powdery mildew, anthracnose race 1.|
Heinz Pickling|Burpee Seed.|Burpee Seed.|monoecious inbred pickler.||||
Hendersons Perfected (Perfect White Spine, Perfected White Spine, Perfection White Spine, The Hender|Peter Henderson.||monoecious inbred slicer, fruit straight, dark green, 7-8 x 2.5-2.7 5' size. 1900.||||
Heron F1|Research Institute of Vegetable Crops, Poland.||monoecious hybrid pickler, fruit attractive, dark green, small seed size.|longer fruit than Aladyn F1.||anthracnose, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Hes Crow|A.H. MacClennan, Ontario, Canada.||monoecious hybrid slicer, fruit smooth, straight, moderately dark green, 8-10 x 2' size. 1920.||||
High Mark (XP-H)|Asgrow Seed Co.|Asgrow Seed Co.|F1, vine vigorous, high yielding, fruit dark green, desirable market type.||general. Asgrow's 'Your Crops,' Fall, 1964. 1964.|scab, tolerance to downy mildew, cucumber mosaic virus.|closed pedigree involving Cornell inbred.
High Mark II (XP-H2)|Asgrow Seed Co.|Asgrow Seed Co.|F1, vine vigorous, heavy yielding, fruit dark green, desirable market type.||general. Asgrow Desc. Catalog of Vegetables, December, 1965.|scab, tolerance to downy mildew, cucumber mosaic virus.|closed pedigree involving Cornell inbred.
High Tide (PSX 50585)|Petoseed.|Petoseed.|gynoecious hybrid pickler, medium dark green fruit, multiple fruit per node, 51 day maturity, vigorous vine, L/D 3.05, white spined.|||scab, angular leaf spot, downy mildew, powdery mildew, anthracnose race 2. 1990.|
Highest Quality|Routledge Seed and Floral Co.||monoecious slicer, fruit straight, dark green, 6-7 x 2-2.25' size. 1918.||||
Characteristics:|Adaptation: regionally northern New England. Maine Sta. Bul. 449: 386-387. 1947.|Similar:|Breeder: Maine Agric. Expt. Sta., Orono.|Resistance: scab.|Straight 8 cultivar.|Parentage: Longfellow x Chicago Pickling inbred backcrossed to Straight 8.|Name: Highmoor
Holland|Petoseed.|Petoseed.|gynoecious hybrid slicer, vigorous vines, 64 day maturity, fruit cylindrical, straight, uniform dark green, 15-16 x 2' size, parthenocarpic.||greenhouse. 1990.|scab, target leaf spot.|
Homegreen #2 (Homegreen)|||monoecious inbred.|||gummy stem blight.|
Humocaro (23673)|Manuel Rosas.|Seminis-Petoseed.|American slicer, gynoecious, dark green, straight fruit, strong vines.|Cortez.|Mexico. 2000.|anthracnose, angular leafspot, powdery mildew, scab, PRSV, WMV, ZYMV.|F1 hybrid.
Hybrid 60|Agway.|Agway.|hybrid, gynoecious, slicer.|Straight Eight.|northeastern United States. Agway Catalog, 1966.|scab, cucumber mosaic virus.|
Hybrid Aseel|Sunseeds.|Sunseeds.|F1 hybrid; ability to set dark green, shiny fruit without pollination and set an early crop of fruit.|Hybrid Beit Alpha.|Middle Eastern areas, any area with Mediterranean climate.|powdery mildew.|
Hybrid Pinnacle (NVH 1900)|Northrup King.|Northrup King.|predominantly gynoecious hybrid pickler, white spined, L/D 2.9, excellent quality and vine vigor.|Carolina, Calypso, PikMaster. 1981.||cucumber mosaic virus, scab, angular leaf spot, downy mildew, powdery mildew, anthracnose.|
Hybrid Reliance (NVH 2025)|Northrup King.|Northrup King.|predominantly gynoecious hybrid pickler; fruit 3 celled, white spined, L/D 3.2, slightly longer than Calypso.|Calypso. 1981.||powdery mildew, downy mildew, scab, cucumber mosaic virus, angular leaf spot, anthracnose.|
Hybrid Tabletreat|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|predominantly gynoecious hybrid slicer; early Tablegreen type.||wide. Ferry-Morse Seed Company list. 1961.|cucumber mosaic virus.|Tablegreen x Ferry-Morse Seed Company inbred.
Hycrop Pickling (Hycrop Pickling Hybrid)|Ontario Agr. College, Guelph, Ontario, Canada.|Petoseed Co.|predominantly gynoecious hybrid pickler, a degree of resistance to cold damp conditions in the spring.|York State. Ontario Agr. Col. Prog. Rpt, 1957. 1954.||cucumber mosaic virus.|York State Inbred x Petoseed Company Inbred.
